GroupName,Link,Monthly List
ONF,https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX,17589525
OnlyOneOf,https://open.spotify.com/artist/0iQGSzpJ0G0lsugv8jsJHd,27378
P.O.P,https://open.spotify.com/artist/3H6CaRooDAoCeRCpYwOXj2,73357
Pandora (group),https://open.spotify.com/artist/79rcaFPuaOqmmfkRlRqaNF,579
PARADISE,https://open.spotify.com/artist/4GvEc3ANtPPjt1ZJllr5Zl,3048245
PEACE,https://open.spotify.com/artist/29kkCKKGXheHuoO829FxWK,1364747
PENTAGON,https://open.spotify.com/artist/1wKpMkucynaTfG8lyPprYV,755626
PIERCE,https://open.spotify.com/artist/4iJLPqClelZOBCBifm8Fzv,1465431
Piggy Dolls,https://open.spotify.com/artist/1QfAfE6lYRXfJp6hIOCwAF,34
PinkFantasy,https://open.spotify.com/artist/5syu5kN4a5f4rgMCRGlnZp,14203
PIT A PAT,https://open.spotify.com/artist/2PSJ6YriU7JsFucxACpU7Y,795490
PLATINUM78,https://open.spotify.com/artist/0NcPKaSNIHAM2RfioH9vMT,32001
Play the Siren,https://open.spotify.com/artist/4dM6NDYSfLcspt8GLoT5aE,469808
Playback,https://open.spotify.com/artist/5Ayl2bJtN5mdCsxZoxs9n1,276473
PlayM BOYS,https://open.spotify.com/artist/0s8qjO7TpmquR2AvmtjTzw,Loading...
PlayM GIRLS,https://open.spotify.com/artist/2aRd7rRSUjtZ6WPG5GsBO6,4066
PLT,https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5,Loading...
Pocket Girls,https://open.spotify.com/artist/1e16kiJQtCTveTl7TQnkFN,113858
PPL,https://open.spotify.com/artist/0plNgbIlOc13T8ot3vyK79,Loading...
Category:Pre-debut groups,,#VALUE!
PRISM (group),https://open.spotify.com/artist/3hxI4OADfI8S2PoejIYARE,17
PRISTIN,https://open.spotify.com/artist/4QkSD9TRUnMtI8Fq1jXJJe,163191
Category:Project groups,,#VALUE!
Pungdeng-E,https://open.spotify.com/artist/3D4WFT29xe0sfSkXNvpmRG,20838
PUREBOY,https://open.spotify.com/artist/5kwzKBz5Dli9IVc77748IB,5474
Purfles,https://open.spotify.com/artist/7epYP6gVqTvHaKG7iSMAzr,7443
Purplay,https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq,3247133
PURPLE (group),https://open.spotify.com/artist/0AD4odMWVQ2wUSlgxOB5Rl,407053
PURPLEBECK,https://open.spotify.com/artist/4Qmka95TrMVuv4UvYyj5iE,7749
Q6IX,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,13043124
Queen B'Z,https://open.spotify.com/artist/4YLt9xt9ONNkmU0FyATjU5,205
Queendom (group),,#VALUE!
Rainbow (group),https://open.spotify.com/artist/0cylxW7HGdK9xMdubw2oYW,14608
RAINZ,https://open.spotify.com/artist/70kkdajctXSbqSMJbQO424,730025
Ramisu,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,8293062
RaNia,https://open.spotify.com/artist/7wlFDEWiM5OoIAt8RSli8b,4425819
Real Girls Project,https://open.spotify.com/artist/2fJDqfmb22sNqM3IBstM0K,6587
Red Mint,https://open.spotify.com/artist/2c34ZzVmfwzsNHc05x3uzR,29138
Red Square,https://open.spotify.com/artist/39F8nPQzet4WDZPnrdpigv,Loading...
Red Velvet,https://open.spotify.com/artist/1z4g3DjTBBZKhvAroFlhOM,3188333
Refiners,https://open.spotify.com/artist/0pWpQhmg5KRsyo2Y6QRtc7,25121
Rendezvous (group),https://open.spotify.com/artist/1QeC5GwDENQv78O3PCLeZB,2056
Rion Five,https://open.spotify.com/artist/1x5zKG8Bhm8RW3LuKUMcRF,48
Road Boyz,https://open.spotify.com/artist/6O74knDqdv3XaWtkII7Xjp,1727068
Rocket Punch,https://open.spotify.com/artist/4hozqATxbpy9TwKWRT8QVO,42047
ROMEO (group),https://open.spotify.com/artist/0cylxW7HGdK9xMdubw2oYW,14608
ROOKIE PLANET,https://open.spotify.com/artist/4UNGDeTX0XnwcWu2heHmdL,28
Root Sixteen,https://open.spotify.com/artist/0Ism1B2cF9NxpXAwdUCkxK,69484
Rose Finger,https://open.spotify.com/artist/4Qfv2sYwJcGqdqF7UaMZgQ,6750
S.E.S.,https://open.spotify.com/artist/61HUG80Xma4rnXsqfZkzeM,22911
S.E.T,https://open.spotify.com/artist/6deZN1bslXzeGvOLaLMOIF,4257490
S.I.S,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,3874899
S.O.U.L,https://open.spotify.com/artist/1020a42xVklY6c56imNcaa,171237
S2,https://open.spotify.com/artist/2aaLAng2L2aWD2FClzwiep,1005535
S2U,https://open.spotify.com/artist/4ETSs924pXMzjIeD6E9b4u,321169
SATURDAY,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,11041686
Scarlet,https://open.spotify.com/artist/6QrTfzchTKSeDGSBqLbk1o,381
SECHSKIES,https://open.spotify.com/artist/6uRyNreOHUvWPNGnKfIo27,81875
Secret (group),https://open.spotify.com/artist/4uBSazM6snEc9wCG3jMlYt,117334
Seo Taiji and Boys,https://open.spotify.com/artist/52Gsa9Zypqztm2DeNkQfCm,8101
Seven O'clock,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,5610928
SEVENTEEN,https://open.spotify.com/artist/2wJ4vsxWd7df7dRU4KcoDe,298865
SF9,https://open.spotify.com/artist/7LOmc7gyMVMOWF8qwEdn2X,808493
SG Wannabe,https://open.spotify.com/artist/2c3IakpImjWyeXNvyyGsdn,65806
SHA SHA,https://open.spotify.com/artist/3SXwqSqAoBz9WCI9PDQzY6,86418
ShaFLA,https://open.spotify.com/artist/66riSKDVOc3vPkeyju0q0o,38329
She'Z,https://open.spotify.com/artist/52x2ZlHpeYlBTbW6U2r6JI,0
SHINee,https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR,1680002
SHINHWA,https://open.spotify.com/artist/0jVvkFPa6YbFXQ3Qmhita0,Loading...
SIGNAL (group),https://open.spotify.com/artist/0reayiIvqxl9gTgZ7JipFW,10
SIOSIJAK,https://open.spotify.com/artist/5qRSs6mvI17zrkJpOHkCoM,2409884
SISTAR,https://open.spotify.com/artist/2wTLheTmMcFCA4hdY8hZJP,596748
Six Bomb,https://open.spotify.com/artist/3pTE9iaJTkWns3mxpNQlJV,695158
SKarf,https://open.spotify.com/artist/6sL7vXxnUO5fvRoYXiWZTU,37
SKYGIRLS,https://open.spotify.com/artist/3M3wTTCDwicRubwMyHyEDy,22646
SMROOKIES,https://open.spotify.com/artist/1sjw4xq2pAWy5Vdgba5QAt,235124
SNUPER,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,17374015
Sol-T,https://open.spotify.com/artist/1BdgyHJZID1ceLLg31KyAv,22358
Solid,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,3787734
SONAMOO,https://open.spotify.com/artist/2MY1GcYSTw3QH2C1Umzsq0,128987
Sparkling,https://open.spotify.com/artist/1ZJbPwe4zKnUDRT7yi9dBC,266
SPECTRUM (group),https://open.spotify.com/artist/6ySxYu68zTsO5ghsThpGtS,165806
SPICA,https://open.spotify.com/artist/4hSzJm2YTXFH8VRgPX2IkU,7297
SS501,https://open.spotify.com/artist/6rmMpoeu2SIV4OLURCOn2e,Loading...
STARSHIPZ,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,17374015
Stellar,https://open.spotify.com/artist/3YcBF2ttyueytpXtEzn1Za,2184398
Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,1924614
Sugar Moon,https://open.spotify.com/artist/3cIXmCH7iNcslTbwrwS7zy,64006
Sugar Tint,https://open.spotify.com/artist/49TTGvHDdm7qx1j1q1jtDJ,1087
Sunny Days,https://open.spotify.com/artist/536osqBGKzeozje8BfcGsa,217889
Sunny Hill,https://open.spotify.com/artist/53vBEi3gGXKFxzz8WzsmAw,272
Sunny Play,https://open.spotify.com/artist/7DWL1f2n0bdG747Hb1SUrC,7576
SUPA,https://open.spotify.com/artist/0Cp8WN4V8Tu4QJQwCN5Md4,192260
SUPER JUNIOR,https://open.spotify.com/artist/6gzXCdfYfFe5XKhPKkYqxV,1562106
Category:Supergroups,,#VALUE!
SUPERKIDS,https://open.spotify.com/artist/77avA3qzF6itxvXlb2mmNy,162200
SuperM,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,61863316
SURPRISE U,https://open.spotify.com/artist/06FvvzAQBhG5bfiMHwmvyE,296
Swalla,https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y,7522441
SWAN,https://open.spotify.com/artist/7iZtZyCzp3LItcw1wtPI3D,5732890
Switch Berry,https://open.spotify.com/artist/6DHayIQzM09whA3cNAh0cs,472
T-ARA,https://open.spotify.com/artist/1R52cwGf75yTf7I3Q0Irf8,461482
T-MAX,https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW,562346
T.E.N,https://open.spotify.com/artist/31jvzuB4ikftPQZJwrYfCF,294683
Tahiti,https://open.spotify.com/artist/58etTNn7xmsQZhjnfjpAXL,146819
TARGET,https://open.spotify.com/artist/19b5Zn4pI7sCFiHfSlRFSc,41
TEEN TOP,https://open.spotify.com/artist/3offPqpKAKmpQkIdWnjzkc,255634
The Ark,https://open.spotify.com/artist/4mLJ3XfOM5FPjSAWdQ2Jk7,301970
THE BOYZ,https://open.spotify.com/artist/0CmvFWTX9zmMNCUi6fHtAx,538968
The Grace,https://open.spotify.com/artist/0OcclcP5o8VKH2TRqSY2A7,312785
The King,https://open.spotify.com/artist/4Uc8Dsxct0oMqx0P6i60ea,943117
The LEGEND,https://open.spotify.com/artist/1IwzmBTWI4CzUNsZM7Zqd8,22106
The Lush,https://open.spotify.com/artist/0YM0WizsRh0lblEA9fdDRX,2951
THE MAN BLK,https://open.spotify.com/artist/23A3rj4T2ebQpysgO9MfZs,1226
The Pink Lady,https://open.spotify.com/artist/2uibVmDet43j9KE2K4yfLh,118
The Rose,https://open.spotify.com/artist/13y0kncDD4J9wxCyfKr10W,345493
The SeeYa,https://open.spotify.com/artist/0JGN9XIqm3vfg7hhPHjExI,30834
The Starz,https://open.spotify.com/artist/7b697TI9p2abLzSo3eJTKW,47036
The T-Bird,https://open.spotify.com/artist/7BfKzWvOnw7aAUU4NLLRD0,8105
TheEastLight.,https://open.spotify.com/artist/5x7k26rKsDRDbIBWT6YGuS,47045
TINT,https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa,1382934
Tiny-G,https://open.spotify.com/artist/3mJ9GlkLzj8Ka7Z7EQaCMi,304447
TOO,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,45750724
Category:Trainee groups,,#VALUE!
Category:Transgender groups,,#VALUE!
TraxX,https://open.spotify.com/artist/6uNSM5BYyBnn6Os7CpDWtw,106
TRCNG,https://open.spotify.com/artist/07Fxramv7R9p4IHJI7Oeqe,82681
TREASURE,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,31708087
TREI,https://open.spotify.com/artist/4stSxe6AbpXw3x7nRDsYVX,1020745
TREN-D,https://open.spotify.com/artist/0K59Fm1y7s3j498ueS4qzY,169042
TRITOPS,https://open.spotify.com/artist/6zB02lwP6L6ZH32nggQiJT,222212
TROPICAL,https://open.spotify.com/artist/5UjifI1TYefXWn9GdqDOHl,104908
TST,https://open.spotify.com/artist/5LHRHt1k9lMyONurDHEdrp,5539864
TURAN,https://open.spotify.com/artist/0OzxPXyowUEQ532c9AmHUR,245221
TVXQ!,https://open.spotify.com/artist/6nVMMEywS5Y4tsHPKx1nIo,523900
TWEETY,https://open.spotify.com/artist/2zhmsu0oNMCAThnlGhbrrD,9
TWICE,https://open.spotify.com/artist/5krkohEVJYw0qoB5VWwxaC,404323
Two X,https://open.spotify.com/artist/3ApUX1o6oSz321MMECyIYd,449278
TXT,https://open.spotify.com/artist/5nSAh3wlH7VaqpnkiMjzDs,173158
U-HOO (group),https://open.spotify.com/artist/1hTR8wg35rNLKf1Gnzruqf,0
U-KISS,https://open.spotify.com/artist/07XSN3sPlIlB2L2XNcTwJw,4494982
U-US,https://open.spotify.com/artist/3ApUX1o6oSz321MMECyIYd,449278
U.A,https://open.spotify.com/artist/6k6lSmhyFpe2oYcredvZHM,20315
UNB,https://open.spotify.com/artist/2jnIB6XdLvnJUeNTy5A0J2,2001945
Underdog,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,7391258
UNI,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,383658
UNI.T,https://open.spotify.com/artist/3OKg7YbOIatODzkRIbLJR4,687053
Unica,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,22338199
Unicorn,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,8533681
UnionWave girl group,,#VALUE!
UNIQ,https://open.spotify.com/artist/1ZJbPwe4zKnUDRT7yi9dBC,266
UNIZ,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,383658
Unnies,https://open.spotify.com/artist/1yiDnFMFWXLovGSw3tcFVg,27927
UNVS,https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB,2004516
UP10TION,https://open.spotify.com/artist/2LjaeuGS0ubYXZfNihGp9y,278689
UTH,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,1470640
V.O.S,https://open.spotify.com/artist/4U7lXyKdSf1JbM1aXvsodC,1778909
Vanilla Lucy,,#VALUE!
VANNER,https://open.spotify.com/artist/7ED7dE68y0YZGpyXcuiRsI,38552
Various,https://open.spotify.com/artist/1moxjboGR7GNWYIMWsRjgG,5094328
VARSITY,https://open.spotify.com/artist/339XMxg3AyRbEfeIAlxB2c,55537
VAV,https://open.spotify.com/artist/1JPy5PsJtkhftfdr6saN2i,547468
Venus (group),https://open.spotify.com/artist/7zHhscQ9kdR9fNGAffWz6z,41233
VERIVERY,https://open.spotify.com/artist/1fWUcRSok57yRm8gPKj1Fc,62853
VERMUDA,https://open.spotify.com/artist/46NCqFl8vhQZD77y7XkvJs,5957
Vetty-L,https://open.spotify.com/artist/3FHTlMRx2WSQNrLwXkw8bp,3251
VICTON,https://open.spotify.com/artist/0ziR2zN0NFcB4x1G3P8cW3,218988
Vine girl group,,#VALUE!
VIOLET (group),https://open.spotify.com/artist/31uyAcnY0kjjKKIQZMKX4i,96493
VIVA (group),https://open.spotify.com/artist/0oEZDkrxkJURT0wuDPiLg0,Loading...
VIVIDIVA,https://open.spotify.com/artist/26T4yOaOoFJvUvxR87Y9HO,892036
VIXX,https://open.spotify.com/artist/5BkB3rXc0qIdUtuEnhbK0A,744994
VL BOYS,https://open.spotify.com/artist/7FMX7OfnLXoe1yTwyZvHZh,7
VOISPER,https://open.spotify.com/artist/28o2sfwC8lk9POD0wVXbXJ,21026
VROMANCE,https://open.spotify.com/artist/5YPW3OmiqnqnQaFjloAvA7,34906
VX,https://open.spotify.com/artist/5hTIFwXF6tZRBXeCYvFVWM,2100
W24,https://open.spotify.com/artist/7atuUUktuP1wDbkkgdNvxI,37741
Wanna One,https://open.spotify.com/artist/2CvaqAMMsX576VBehaJ0Wx,1456043
WANNA.B,https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3,558671
Wassup,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,#N/A
WayV,https://open.spotify.com/artist/1qBsABYUrxg9afpMtyoFKz,486481
We Girls,https://open.spotify.com/artist/27fzZkyzYjg5xTNkZ5on3n,4872
WE IN THE ZONE,https://open.spotify.com/artist/2aCSYXdXqJNaXk99vjYnkQ,12671
Weki Meki,https://open.spotify.com/artist/5LWkv2hDbDwZL3zNwZYNPx,400743
Welldone Potato,,#VALUE!
White Day Project,https://open.spotify.com/artist/09lgO1DVsncVfcbm2OnNMg,966
Whiteday (group),,#VALUE!
WINNER,https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa,1382934
WishGirls,https://open.spotify.com/artist/6ZV6lGY0prbqpTD0Md8i29,571077
WJMK,https://open.spotify.com/artist/72N8SYBHUEozxzu8FOzzkp,8224
WJSN,https://open.spotify.com/artist/6hhqsQZhtp9hfaZhSd0VSD,320934
WM Ggumnamu,,#VALUE!
Wonder Girls,https://open.spotify.com/artist/3Cv2vi3WTl8VZOTdrBkKdM,280886
Woo! Ah! (group),,#VALUE!
Wuzo Circle,,#VALUE!
X1,https://open.spotify.com/artist/7suLW93RkuQKWb4WTI5F14,45283
XENEX,https://open.spotify.com/artist/6Sw3nJorsqpKrxuKcfTHrJ,605
XENO-T,https://open.spotify.com/artist/0KWgRtUbQXSiICkWp7g213,9720
XoX (group),https://open.spotify.com/artist/2AekD2rVleN9Lo2ATHzhNY,24
Xst,https://open.spotify.com/artist/5rn3BUzOWjGGWkCSHQsADZ,29174
Y TEEN,https://open.spotify.com/artist/61UT1Zj9dFgPAjZfwnsqsb,324120
YDPP,https://open.spotify.com/artist/5zctI4wO9XSKS8XwcnqEHk,1789802
Ye-A,https://open.spotify.com/artist/68DWke2VjdDmA75aJX5C57,1309018
Year 7 Class 1,https://open.spotify.com/artist/459INk8vcC0ebEef82WjIK,414817
Yellow Bee,https://open.spotify.com/artist/6Q3Tl70QuwM7eQ9f0W0iAq,987
YJIG,https://open.spotify.com/artist/21Tp0aROiJGTa0BgFGsC6v,4342
YPDA,https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa,1382934
YULiONi,https://open.spotify.com/artist/6h9B8wche8pbvJ0wiWKn8q,29962
Z-Boys,https://open.spotify.com/artist/3LTXHU3DhiYzGIgF2PP8Q8,107365
Z-Girls,https://open.spotify.com/artist/4v3XTsEsEYpky647vLBR0d,8302
Z-Stars,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,5100482
ZE:A,https://open.spotify.com/artist/6lGfLCig2b5mvDTtsPSrb0,21116
ZPZG,https://open.spotify.com/artist/2pvCf5g7XBReiPIvcq7W18,30308